CustomerId,CreditScore,Age,Tenure,Balance,IsActiveMember
15807923,716,39.0,10,115301.31,0.0
15745844,642,40.0,6,129502.49,1.0
15786170,659,31.0,4,118342.26,0.0
15681081,545,47.0,5,0.0,1.0
15684484,543,22.0,8,0.0,0.0
15785869,718,25.0,7,0.0,0.0
15763859,840,43.0,7,0.0,0.0
15658935,630,34.0,9,106937.05,0.0
15747358,643,59.0,3,170331.37,1.0
15735203,654,32.0,1,114510.85,1.0
15576256,582,39.0,5,0.0,1.0
15659420,659,32.0,3,107594.11,1.0
15593365,762,39.0,2,81273.13,1.0
15777352,568,32.0,7,169399.6,0.0
15812007,670,25.0,6,0.0,1.0
15625461,613,45.0,1,187841.99,1.0
15739438,539,30.0,0,0.0,0.0
15611759,850,57.0,8,126776.3,1.0
15661629,522,34.0,9,126436.29,0.0
15633950,737,41.0,1,101960.74,1.0
15592386,520,58.0,3,0.0,1.0
15803716,706,28.0,3,0.0,1.0
15696674,643,45.0,2,150842.93,1.0
15706365,648,50.0,9,102535.57,1.0
15745088,443,29.0,9,99027.61,0.0
15676715,640,68.0,9,0.0,1.0
15613085,628,33.0,3,0.0,1.0
15633537,540,42.0,9,87271.41,0.0
15594720,460,35.0,8,102742.91,1.0
15684042,636,34.0,2,40105.51,1.0
15583303,593,29.0,2,152265.43,0.0
15611579,801,42.0,4,141947.67,1.0
15774696,640,75.0,1,106307.91,1.0
15694506,611,31.0,0,107884.81,1.0
15688074,802,31.0,1,125013.72,1.0
15759537,717,35.0,7,58469.37,1.0
15758449,769,39.0,8,0.0,1.0
15583456,745,45.0,10,117231.63,1.0
15667871,572,35.0,4,152390.26,0.0
15677371,629,30.0,2,34013.63,0.0
15629677,687,39.0,2,0.0,0.0
15713578,483,50.0,9,0.0,1.0
15591509,690,36.0,7,101583.11,0.0
15568240,492,30.0,10,77168.87,1.0
15622993,709,28.0,8,124695.72,0.0
15689294,705,44.0,3,105934.96,0.0
15720910,560,66.0,9,0.0,1.0
15721181,611,46.0,6,0.0,0.0
15776433,730,62.0,2,0.0,1.0
15748936,709,45.0,2,0.0,1.0
15717225,544,21.0,10,161525.96,0.0
15685226,712,29.0,7,147199.07,1.0
15785611,752,38.0,3,183102.29,1.0
15573456,648,46.0,9,127209.0,0.0
15684548,556,38.0,8,0.0,0.0
15620505,594,24.0,0,97378.54,1.0
15807432,645,37.0,2,136925.09,1.0
15584766,557,33.0,3,54503.55,1.0
15612187,547,32.0,8,155726.85,0.0
15762218,701,39.0,9,0.0,1.0
15646372,616,66.0,1,135842.41,0.0
15690452,605,52.0,1,63349.75,0.0
15747795,593,38.0,4,129499.42,1.0
15781589,751,52.0,8,0.0,1.0
15732674,443,36.0,6,70438.01,1.0
15642291,685,23.0,8,0.0,1.0
15692761,718,36.0,9,0.0,0.0
15578045,538,49.0,9,141434.04,0.0
15745354,611,37.0,4,0.0,0.0
15701376,668,37.0,10,152958.29,1.0
15691625,537,41.0,3,138306.34,0.0
15566594,709,23.0,10,0.0,0.0
15760431,850,38.0,1,0.0,1.0
15686302,745,31.0,3,124328.84,1.0
15801559,693,41.0,9,181461.48,1.0
15810432,795,35.0,8,0.0,0.0
15809616,626,26.0,8,0.0,0.0
15720559,487,61.0,5,110368.03,0.0
15695632,556,39.0,9,89588.35,1.0
15659843,643,46.0,6,0.0,0.0
15615624,605,28.0,6,0.0,0.0
15810418,756,60.0,3,115924.89,0.0
15716186,586,38.0,2,0.0,0.0
15674551,535,40.0,7,111756.5,0.0
15622834,678,35.0,4,0.0,0.0
15566111,596,39.0,9,0.0,0.0
15784597,648,26.0,9,162923.85,0.0
15652883,492,39.0,10,124576.65,0.0
15806964,702,45.0,0,80793.58,1.0
15576313,486,40.0,9,71340.09,0.0
15806467,568,40.0,1,99282.63,0.0
15597602,619,57.0,3,137946.39,1.0
15743040,724,41.0,2,127892.57,1.0
15705521,548,33.0,0,101084.36,0.0
15595039,545,37.0,8,114754.08,0.0
15799384,683,33.0,8,0.0,0.0
15581197,762,51.0,3,99286.98,1.0
15693737,627,30.0,4,79871.02,0.0
15624623,516,35.0,10,104088.59,0.0
15783501,800,38.0,2,168190.33,0.0
15690134,464,42.0,3,85679.25,1.0
15782735,626,35.0,3,0.0,0.0
15611088,790,31.0,9,0.0,0.0
15672145,534,34.0,7,121551.58,1.0
15732628,745,46.0,2,122220.19,1.0
15787470,553,47.0,3,116528.15,0.0
15803406,748,26.0,1,77780.29,1.0
15730460,722,37.0,2,0.0,0.0
15644572,501,40.0,4,125832.2,1.0
15694860,675,38.0,6,68065.8,0.0
15658169,778,47.0,6,127299.34,0.0
15794396,494,38.0,7,174937.64,0.0
15785798,850,40.0,9,0.0,1.0
15710825,592,31.0,7,110071.1,0.0
15668444,590,44.0,3,139432.37,0.0
15726631,758,39.0,6,127357.76,1.0
15733797,506,36.0,5,0.0,0.0
15747960,733,33.0,3,0.0,1.0
15634632,711,38.0,3,0.0,0.0
15707362,514,43.0,1,95556.31,1.0
15662976,637,37.0,8,0.0,1.0
15732778,468,29.0,1,111681.98,1.0
15718443,539,39.0,3,0.0,0.0
15670039,509,25.0,3,108738.71,0.0
15773792,662,32.0,4,133950.37,1.0
15613786,818,26.0,4,0.0,1.0
15726032,608,33.0,9,89968.69,0.0
15663252,850,32.0,9,0.0,1.0
15593782,816,38.0,5,130878.75,0.0
15633283,536,35.0,8,0.0,0.0
15749167,753,35.0,3,0.0,1.0
15759298,631,27.0,10,134169.62,1.0
15683625,703,37.0,1,149762.08,0.0
15635367,774,26.0,2,93844.69,0.0
15681705,785,28.0,8,0.0,0.0
15603156,571,33.0,1,0.0,0.0
15591986,621,46.0,6,141078.37,0.0
15798888,605,31.0,1,117992.59,1.0
15809722,611,40.0,8,100812.33,0.0
15677538,569,38.0,7,0.0,1.0
15797736,658,29.0,4,80262.6,1.0
15695585,788,34.0,6,156478.62,1.0
15744398,525,23.0,5,0.0,0.0
15750658,798,37.0,8,0.0,0.0
15578186,486,37.0,9,115217.99,0.0
15676519,615,61.0,9,0.0,0.0
15637954,730,35.0,0,155470.55,1.0
15758639,641,37.0,7,0.0,0.0
15613772,542,39.0,3,135096.77,1.0
15731744,692,30.0,2,0.0,1.0
15807709,714,55.0,9,180075.22,1.0
15714689,591,29.0,1,97541.24,1.0
15699005,710,41.0,2,156067.05,1.0
15624170,639,38.0,4,81550.94,1.0
15725679,531,47.0,6,0.0,0.0
15585865,673,38.0,2,170061.92,0.0
15804256,765,36.0,8,92310.54,1.0
15662403,622,32.0,6,169089.38,0.0
15733616,806,40.0,5,80613.93,1.0
15591995,757,26.0,8,121581.56,1.0
15677020,570,58.0,8,0.0,1.0
15727688,555,32.0,4,0.0,1.0
15715941,692,54.0,5,0.0,1.0
15714485,774,60.0,5,85891.55,0.0
15730059,638,44.0,9,77637.35,1.0
15715527,543,41.0,4,0.0,0.0
15576623,584,31.0,5,0.0,0.0
15805565,691,30.0,7,116927.89,0.0
15677307,684,40.0,6,137326.65,0.0
15773890,733,22.0,5,0.0,1.0
15598883,599,37.0,2,0.0,1.0
15568506,524,31.0,10,67238.98,1.0
15761043,632,38.0,6,86569.76,0.0
15782236,735,34.0,5,0.0,0.0
15593601,734,34.0,6,133598.4,1.0
15682048,605,51.0,3,136188.78,1.0
15746902,793,38.0,9,0.0,0.0
15752081,468,56.0,10,0.0,1.0
15781307,779,37.0,7,120092.52,0.0
15775912,698,48.0,4,101238.24,1.0
15745417,707,58.0,6,89685.92,1.0
15671256,850,35.0,1,211774.31,0.0
15653547,850,56.0,7,131317.48,1.0
15595766,527,37.0,5,93722.73,1.0
15742358,696,32.0,8,101160.99,1.0
15763274,661,48.0,3,120320.54,0.0
15786063,776,31.0,2,0.0,1.0
15600258,701,43.0,2,0.0,1.0
15573318,610,26.0,8,0.0,0.0
15653849,572,48.0,3,152827.99,0.0
15694272,673,30.0,1,64097.75,1.0
15736112,519,57.0,2,119035.35,1.0
15749851,702,26.0,4,135219.57,1.0
15663478,729,32.0,6,93694.42,1.0
15592300,543,35.0,10,59408.63,0.0
15567832,550,40.0,7,114354.95,0.0
15776780,608,59.0,1,0.0,0.0
15592846,639,35.0,10,128173.9,0.0
15739803,686,34.0,9,0.0,0.0
15794142,564,62.0,5,114931.35,1.0
15762729,745,28.0,1,111071.36,0.0
15667896,833,37.0,8,151226.18,1.0
15626578,622,26.0,9,0.0,1.0
15776223,597,42.0,4,64740.12,1.0
15705953,721,51.0,0,169312.13,0.0
15802593,504,49.0,7,0.0,1.0
15615457,842,44.0,2,112652.08,0.0
15708916,587,38.0,0,0.0,0.0
15720187,479,30.0,7,143964.36,0.0
15595440,508,49.0,7,122451.46,1.0
15600651,749,24.0,1,0.0,1.0
15750141,721,36.0,3,65253.07,0.0
15657284,674,47.0,6,106901.94,1.0
15763063,685,25.0,10,128509.63,0.0
15709324,417,34.0,7,0.0,0.0
15711309,574,33.0,3,129834.67,0.0
15775318,590,51.0,3,154962.99,1.0
15705515,587,40.0,5,138241.9,0.0
15634844,598,41.0,3,91536.93,0.0
15717046,741,53.0,3,0.0,1.0
15571816,850,70.0,5,0.0,1.0
15670080,584,29.0,7,105204.01,1.0
15800440,650,61.0,1,152968.73,1.0
15665678,607,36.0,8,158261.68,1.0
15665956,509,46.0,1,0.0,0.0
15788126,689,38.0,6,121021.05,1.0
15811773,543,36.0,4,0.0,1.0
15651674,438,54.0,2,0.0,0.0
15689614,687,63.0,1,137715.66,1.0
15795564,737,31.0,5,121192.22,1.0
15706647,761,31.0,7,0.0,1.0
15728505,601,44.0,1,100486.18,1.0
15730076,651,45.0,1,0.0,0.0
15622003,745,35.0,9,92566.53,0.0
15607312,648,49.0,10,0.0,1.0
15644753,848,40.0,3,110929.96,1.0
15653620,546,27.0,8,0.0,1.0
15761986,439,32.0,3,138901.61,0.0
15633922,755,30.0,4,123217.66,1.0
15734674,593,41.0,6,0.0,0.0
15658032,701,39.0,2,0.0,1.0
15692671,701,36.0,8,0.0,0.0
15737741,607,33.0,2,108431.87,1.0
15576352,586,57.0,3,0.0,1.0
15753719,547,30.0,9,72392.41,0.0
15803689,647,51.0,1,119741.77,0.0
15718057,760,51.0,2,100946.71,0.0
15722010,621,53.0,9,170491.84,0.0
15680998,725,44.0,5,0.0,1.0
15614782,526,36.0,1,0.0,0.0
15591047,519,47.0,6,157296.02,0.0
15788291,713,38.0,7,144606.22,1.0
15604044,700,38.0,8,134811.3,0.0
15679587,666,34.0,9,115897.12,1.0
15775153,630,32.0,4,82034.0,0.0
15603925,779,26.0,4,174318.13,1.0
15680970,611,41.0,2,114206.84,0.0
15697183,685,43.0,9,0.0,0.0
15567446,646,39.0,9,111574.41,1.0
15637476,683,57.0,5,162448.69,0.0
15714939,484,34.0,4,148249.54,1.0
15683503,601,43.0,8,0.0,1.0
15645569,762,26.0,7,123709.46,1.0
15782569,687,72.0,9,0.0,1.0
15592387,566,30.0,5,0.0,0.0
15609286,702,37.0,10,150525.8,1.0
15814035,601,29.0,9,0.0,1.0
15661249,699,53.0,4,0.0,1.0
15629117,584,28.0,10,0.0,0.0
15607170,699,35.0,5,0.0,1.0
15586585,698,51.0,2,111018.98,0.0
15686611,495,30.0,10,129755.99,0.0
15603203,650,27.0,6,0.0,0.0
15619857,605,64.0,2,129555.7,1.0
15805062,667,38.0,1,87202.38,1.0
15660271,688,26.0,8,146133.39,1.0
15745295,727,31.0,0,0.0,0.0
15719352,754,39.0,6,170184.99,0.0
15766575,612,62.0,8,140745.33,0.0
15594594,546,42.0,7,139070.51,1.0
15646161,673,37.0,8,0.0,1.0
15682585,593,35.0,9,114193.24,0.0
15603134,656,40.0,10,167878.5,1.0
15636444,535,53.0,5,141616.55,1.0
15773456,678,36.0,3,145747.67,1.0
15745307,477,48.0,2,129120.64,1.0
15604119,850,35.0,7,110349.82,0.0
15626900,427,29.0,1,141325.56,1.0
15605447,752,49.0,2,78653.84,0.0
15589030,649,47.0,1,0.0,1.0
15692463,799,28.0,3,142253.65,0.0
15712403,589,61.0,1,0.0,0.0
15811762,583,54.0,6,115988.86,0.0
15718673,839,33.0,10,75592.43,0.0
15724282,540,44.0,3,164113.04,1.0
15738181,850,31.0,6,67996.23,0.0
15633648,696,51.0,5,0.0,0.0
15603323,660,33.0,1,0.0,0.0
15583725,682,48.0,1,138778.15,1.0
15588350,744,43.0,10,147832.15,1.0
15798398,785,36.0,4,135438.4,0.0
15784844,752,48.0,5,116060.08,0.0
15580684,706,29.0,5,112564.62,0.0
15809663,583,27.0,1,125406.58,1.0
15640078,660,39.0,5,135134.99,0.0
15698786,819,39.0,9,133102.92,0.0
15569807,673,34.0,8,42157.08,0.0
15730830,752,30.0,3,0.0,1.0
15805112,578,38.0,7,82259.29,0.0
15633064,438,36.0,4,0.0,0.0
15703119,652,38.0,6,0.0,1.0
15730447,629,49.0,4,0.0,1.0
15813850,720,52.0,7,0.0,1.0
15711889,668,42.0,3,150461.07,0.0
15664610,459,48.0,4,133994.52,1.0
15751710,729,31.0,8,164870.81,1.0
15692926,498,25.0,8,121702.73,1.0
15813741,549,25.0,6,193858.2,1.0
15698474,601,54.0,1,131039.97,1.0
15568595,544,64.0,9,113829.45,1.0
15603065,751,30.0,6,0.0,0.0
15592937,632,41.0,3,81877.38,1.0
15699637,694,57.0,8,116326.07,1.0
15667215,678,31.0,2,0.0,1.0
15788659,695,46.0,4,0.0,1.0
15763218,661,41.0,1,0.0,1.0
15645772,661,33.0,9,0.0,1.0
15725511,559,31.0,3,127070.73,1.0
15575024,503,29.0,3,0.0,1.0
15640825,695,46.0,3,122549.64,1.0
15662397,640,42.0,5,176099.13,1.0
15576368,624,48.0,3,122388.38,0.0
15674991,667,42.0,9,0.0,1.0
15721024,642,26.0,0,0.0,0.0
15745621,640,32.0,6,118879.35,1.0
15642394,529,35.0,5,0.0,1.0
15754605,563,39.0,5,0.0,1.0
15607040,593,38.0,4,88736.44,0.0
